stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_timezone,location_type,parent_station,platform_code
1156,1156,1156,-3.945212743425892,56.94002391990897,yes,NA,NA,NA,NA
330,330,330,-3.94550441373413,56.94562311136169,yes,NA,NA,NA,NA
000,000,000,-3.9660014817708378,56.9453024494059,yes,NA,NA,NA,NA
110,110,110,-3.966591279189694,56.95650067790334,yes,NA,NA,NA,NA
3318,3318,3318,-3.9768427219339393,56.956339019065446,yes,NA,NA,NA,NA
0018,0018,0018,-3.9870940568304256,56.956176520467004,yes,NA,NA,NA,NA
4418,4418,4418,-3.9973452833219643,56.956013182126725,yes,NA,NA,NA,NA
2232,2232,2232,-3.9974951025478744,56.95881268365501,yes,NA,NA,NA,NA
0032,0032,0032,-3.9976449490018604,56.961612183666766,yes,NA,NA,NA,NA
4432,4432,4432,-4.002771289069916,56.961530182167266,yes,NA,NA,NA,NA
2234,2234,2234,-4.002846414465149,56.96292992724564,yes,NA,NA,NA,NA
0034,0034,0034,-4.002921546687373,56.96432967194455,yes,NA,NA,NA,NA
1134,1134,1134,-4.002996685737444,56.96572941626401,yes,NA,NA,NA,NA
3356,3356,3356,-3.9346755529754764,56.93458372663255,yes,NA,NA,NA,NA
2279,2279,2279,-3.9348205552988067,56.93738334301595,yes,NA,NA,NA,NA
3380,3380,3380,-3.9373821633809736,56.93734366641903,yes,NA,NA,NA,NA
2283,2283,2283,-3.9374184659969726,56.9380435692262,yes,NA,NA,NA,NA
0083,0083,0083,-3.937454770261479,56.9387434719395,yes,NA,NA,NA,NA
4483,4483,4483,-3.9387356197493824,56.93872361291694,yes,NA,NA,NA,NA
1180,1180,1180,-3.94001646758642,56.93870374078111,yes,NA,NA,NA,NA
3382,3382,3382,-3.9412973137715124,56.93868385553207,yes,NA,NA,NA,NA
0082,0082,0082,-3.942578158303568,56.93866395716985,yes,NA,NA,NA,NA
2282,2282,2282,-3.942541758196253,56.93796405656908,yes,NA,NA,NA,NA
4480,4480,4480,-3.9425053597417876,56.93726415587437,yes,NA,NA,NA,NA
1181,1181,1181,-3.9424689629400644,56.93656425508569,yes,NA,NA,NA,NA
0081,0081,0081,-3.942432567790984,56.93586435420311,yes,NA,NA,NA,NA
4481,4481,4481,-3.943713314833659,56.93584444484363,yes,NA,NA,NA,NA
0076,0076,0076,-3.9528248549203004,56.93850429820185,yes,NA,NA,NA,NA
3376,3376,3376,-3.9515440236516564,56.93852430146823,yes,NA,NA,NA,NA
1174,1174,1174,-3.9502631907212837,56.938544291621724,yes,NA,NA,NA,NA
3370,3370,3370,-3.9503362834366236,56.939944086182685,yes,NA,NA,NA,NA
0056,0056,0056,-3.944921179058863,56.934424722441776,yes,NA,NA,NA,NA
1188,1188,1188,-3.9345305769852095,56.93178410874809,yes,NA,NA,NA,NA
0088,0088,0088,-3.9343856273214026,56.928984489362534,yes,NA,NA,NA,NA
2288,2288,2288,-3.9342407039774563,56.926184868475914,yes,NA,NA,NA,NA
4496,4496,4496,-3.931679855734696,56.9262244757836,yes,NA,NA,NA,NA
0096,0096,0096,-3.9291190009176438,56.9262640306626,yes,NA,NA,NA,NA
2296,2296,2296,-3.9290467406434977,56.92486421545096,yes,NA,NA,NA,NA
4422,4422,4422,-3.9946328867502783,56.95325458804314,yes,NA,NA,NA,NA
1119,1119,1119,-3.997195491317298,56.953213679081934,yes,NA,NA,NA,NA
0019,0019,0019,-3.9970457265270465,56.95041417452066,yes,NA,NA,NA,NA
2219,2219,2219,-3.9968959889443862,56.947614668442895,yes,NA,NA,NA,NA
4427,4427,4427,-3.9943337679978694,56.947655568708704,yes,NA,NA,NA,NA
