stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_timezone,location_type,parent_station,platform_code
0092,0092,0092,-4.028814858097946,56.89876032000571,yes,NA,NA,NA,NA
4492,4492,4492,-4.032669246287481,56.898697661751555,yes,NA,NA,NA,NA
22102,22102,22102,-4.032721325872443,56.89965604801258,yes,NA,NA,NA,NA
00102,00102,00102,-4.032773408692687,56.900614434094756,yes,NA,NA,NA,NA
11102,11102,11102,-4.0328254947484865,56.901572819998066,yes,NA,NA,NA,NA
33108,33108,33108,-4.033789163285105,56.90155713515857,yes,NA,NA,NA,NA
00108,00108,00108,-4.034752830841732,56.90154144289222,yes,NA,NA,NA,NA
44108,44108,44108,-4.03571649741791,56.90152574319903,yes,NA,NA,NA,NA
11109,11109,11109,-4.035703457115034,56.90128614716789,yes,NA,NA,NA,NA
00109,00109,00109,-4.03569041701468,56.90104655112555,yes,NA,NA,NA,NA
44109,44109,44109,-4.036172243773179,56.90103869863664,yes,NA,NA,NA,NA
4429,4429,4429,-4.043724344678981,56.8980376675151,yes,NA,NA,NA,NA
0029,0029,0029,-4.043242558817456,56.898045548850824,yes,NA,NA,NA,NA
2229,2229,2229,-4.043229472066233,56.89780595380697,yes,NA,NA,NA,NA
4427,4427,4427,-4.043216385518236,56.89756635875191,yes,NA,NA,NA,NA
1128,1128,1128,-4.043203299173458,56.89732676368567,yes,NA,NA,NA,NA
0028,0028,0028,-4.043190213031898,56.897087168608216,yes,NA,NA,NA,NA
3328,3328,3328,-4.042708439244662,56.897095047801024,yes,NA,NA,NA,NA
2227,2227,2227,-4.042226665211427,56.89710292513748,yes,NA,NA,NA,NA
4425,4425,4425,-4.042200505857743,56.89662373466256,yes,NA,NA,NA,NA
0025,0025,0025,-4.04027343190569,56.89665522487213,yes,NA,NA,NA,NA
1125,1125,1125,-4.040325702145278,56.89761360692208,yes,NA,NA,NA,NA
4432,4432,4432,-4.039362139054563,56.89762934146078,yes,NA,NA,NA,NA
2234,2234,2234,-4.039375200961485,56.897868937088326,yes,NA,NA,NA,NA
0034,0034,0034,-4.039388263071248,56.89810853270465,yes,NA,NA,NA,NA
3334,3334,3334,-4.038906474997087,56.898116397332345,yes,NA,NA,NA,NA
1132,1132,1132,-4.038424686677368,56.89812426010357,yes,NA,NA,NA,NA
4435,4435,4435,-4.037942898112147,56.89813212101835,yes,NA,NA,NA,NA
0035,0035,0035,-4.037461109301482,56.898139980076685,yes,NA,NA,NA,NA
1135,1135,1135,-4.037474159293045,56.89837957596764,yes,NA,NA,NA,NA
1198,1198,1198,-4.03361981533634,56.898442382172156,yes,NA,NA,NA,NA
0098,0098,0098,-4.033606789987121,56.898202785710325,yes,NA,NA,NA,NA
2298,2298,2298,-4.033593764840179,56.8979631892373,yes,NA,NA,NA,NA
3395,3395,3395,-4.033580739895505,56.897723592753096,yes,NA,NA,NA,NA
1193,1193,1193,-4.032617169937516,56.89773927531167,yes,NA,NA,NA,NA
0093,0093,0093,-4.032565096822279,56.89678088869293,yes,NA,NA,NA,NA
3393,3393,3393,-4.030638003251121,56.896812230393145,yes,NA,NA,NA,NA
2292,2292,2292,-4.028710905767235,56.89684354239108,yes,NA,NA,NA,NA
44124,44124,44124,-4.0267838043743245,56.89687482468664,yes,NA,NA,NA,NA
00124,00124,00124,-4.024856699076086,56.8969060772797,yes,NA,NA,NA,NA
11124,11124,11124,-4.024908575061602,56.89786446845,yes,NA,NA,NA,NA
3392,3392,3392,-4.024960454269622,56.89882285944169,yes,NA,NA,NA,NA
22119,22119,22119,-4.0250123367004225,56.89978125025473,yes,NA,NA,NA,NA
44123,44123,44123,-4.024048708658603,56.899796867116066,yes,NA,NA,NA,NA
00123,00123,00123,-4.0230850796415885,56.89981247655091,yes,NA,NA,NA,NA
11123,11123,11123,-4.023110997419782,56.900291672458124,yes,NA,NA,NA,NA
33119,33119,33119,-4.0231369160030095,56.90077086832069,yes,NA,NA,NA,NA
22122,22122,22122,-4.023162835391308,56.90125006413861,yes,NA,NA,NA,NA
00122,00122,00122,-4.023188755584711,56.9017292599119,yes,NA,NA,NA,NA
33122,33122,33122,-4.022225076298751,56.90174486305484,yes,NA,NA,NA,NA
4422,4422,4422,-4.039974579724086,56.90001743017618,yes,NA,NA,NA,NA
0022,0022,0022,-4.039492767252217,56.90002529723236,yes,NA,NA,NA,NA
3322,3322,3322,-4.039010954534688,56.90003316243196,yes,NA,NA,NA,NA
1120,1120,1120,-4.03852914157156,56.900041025774954,yes,NA,NA,NA,NA
334,334,334,-4.038555257322887,56.90052021708091,yes,NA,NA,NA,NA
2215,2215,2215,-4.0385813738853935,56.90099940834209,yes,NA,NA,NA,NA
0015,0015,0015,-4.038607491259118,56.90147859955852,yes,NA,NA,NA,NA
3315,3315,3315,-4.037643827627066,56.90149432153217,yes,NA,NA,NA,NA
2218,2218,2218,-4.037656880456274,56.9017339172665,yes,NA,NA,NA,NA
0018,0018,0018,-4.037669933488202,56.90197351298965,yes,NA,NA,NA,NA
1118,1118,1118,-4.037682986722857,56.90221310870162,yes,NA,NA,NA,NA
4424,4424,4424,-4.0379951116157455,56.89909050422938,yes,NA,NA,NA,NA
2220,2220,2220,-4.038476912502312,56.899082643028784,yes,NA,NA,NA,NA
3321,3321,3321,-4.038958713143352,56.89907477997168,yes,NA,NA,NA,NA
0021,0021,0021,-4.039440513538815,56.89906691505803,yes,NA,NA,NA,NA
1121,1121,1121,-4.039453576662857,56.89930651061841,yes,NA,NA,NA,NA
4420,4420,4420,-4.039466639989769,56.89954610616758,yes,NA,NA,NA,NA
224,224,224,-4.040430252365563,56.899530370484676,yes,NA,NA,NA,NA
004,004,004,-4.040482532346817,56.900488751997344,yes,NA,NA,NA,NA
114,114,114,-4.040534815575851,56.901447133330905,yes,NA,NA,NA,NA
4415,4415,4415,-4.039571153908867,56.9014628701581,yes,NA,NA,NA,NA
2217,2217,2217,-4.039584219061792,56.90170246560655,yes,NA,NA,NA,NA
0017,0017,0017,-4.039597284417633,56.901942061043805,yes,NA,NA,NA,NA
4417,4417,4417,-4.040079121535882,56.90193419341553,yes,NA,NA,NA,NA
44115,44115,44115,-4.032369698192106,56.902059852659804,yes,NA,NA,NA,NA
00115,00115,00115,-4.031887857149572,56.902067690580246,yes,NA,NA,NA,NA
22115,22115,22115,-4.031874841089884,56.90182809400105,yes,NA,NA,NA,NA
44113,44113,44113,-4.031861825232341,56.90158849741066,yes,NA,NA,NA,NA
22110,22110,22110,-4.035729537923314,56.90176533921898,yes,NA,NA,NA,NA
00110,00110,00110,-4.035742578631247,56.90200493522776,yes,NA,NA,NA,NA
11110,11110,11110,-4.035755619541714,56.902244531225335,yes,NA,NA,NA,NA
4450,4450,4450,-4.042619153031976,56.90429077688665,yes,NA,NA,NA,NA
2238,2238,2238,-4.044546617373925,56.90425924780618,yes,NA,NA,NA,NA
3339,3339,3339,-4.0464740777745565,56.90422768901571,yes,NA,NA,NA,NA
0039,0039,0039,-4.048401534230167,56.9041961005154,yes,NA,NA,NA,NA
4439,4439,4439,-4.050328986737056,56.904164482305326,yes,NA,NA,NA,NA
1140,1140,1140,-4.050302716589634,56.90368529479828,yes,NA,NA,NA,NA
0040,0040,0040,-4.050276447258221,56.903206107246376,yes,NA,NA,NA,NA
3340,3340,3340,-4.049312746148697,56.90322191949016,yes,NA,NA,NA,NA
